Tue Aug 25 01:22:36 PDT 2015 --  LOVE VENDAME FRD......... APDINNU NAN MATTUTHAN SOLLA MUDIYUM........ https://twitter.com/divyadevi743/status/635867149832028161 …
Tue Aug 25 01:21:02 PDT 2015 --  VERY NICE https://twitter.com/divyadevi743/status/635893306183020544 …
Wed Aug 19 04:02:08 PDT 2015 --  மீட் மிஸ்டர் உடுமலை கலாம்! - Kungumam Tamil Weekly Magazine http://www.kungumam.co.in/Articalinnerdetail.aspx?id=9186&id1=4&issue=20150817 …
Fri Aug 14 05:03:45 PDT 2015 --  HAPPY INDEPENDENCE DAY pic.twitter.com/YK5sayUfwp
Fri Aug 14 05:00:38 PDT 2015 --  pic.twitter.com/C1EgLiCd2G
Fri Aug 07 04:02:44 PDT 2015 --  Koundamani in FEFSI.mp4 https://youtu.be/exzBSwWkRo4  via @YouTube
Sat Aug 01 02:56:40 PDT 2015 --  Dr. A.P.J. Abdul Kalam Excellency Speech - SSEC - Part 2 https://youtu.be/tcq6PGfM15E  via @YouTube
Sat Aug 01 02:44:57 PDT 2015 --  India Interacts with Dr. A P J Abdul Kalam https://youtu.be/9CKCfiX3uO0  via @YouTube
Fri Jul 31 23:30:24 PDT 2015 --  TRICHY .. FORMER PRESIDENT A.PJ.ABDUL KALAM AT ST.JOSEPH'S COLLEGE https://youtu.be/VMKbP3sCE4A  via @YouTube
Fri Jul 31 23:24:10 PDT 2015 --  Abdul Kalam Dead | Video Speech EU Best EVER Former President | APJ Abdu... https://youtu.be/rG71sjiDM9U  via @YouTube
Fri Jul 31 23:18:30 PDT 2015 --  Live: APJ Abdul Kalam's Body arrives at Palam Airport,pays Homage-TV9 https://youtu.be/2E1I049DSwA  via @YouTube
Fri Jul 31 23:15:36 PDT 2015 --  APJ Abdul Kalam Demise | Dr. Kalam's Body Arrives at Delhi Airport https://youtu.be/cai-LpYs9TU  via @YouTube
Fri Jul 31 01:28:32 PDT 2015 --  Leoni Pattimandram 2013 - Vinayagar Chadurthi Special https://youtu.be/p53_m2eHMXU  via @YouTube
Mon Jul 27 22:27:40 PDT 2015 --  EML Dr. A P J Abdul Kalam IIT Madras - a wonderful speech https://youtu.be/DhdUj_5PAX4  via @YouTube
Mon Jul 27 21:52:49 PDT 2015 --  APJ Abdul Kalam Inspirational Speech at SRM University https://youtu.be/D0-8X2mHwN8  via @YouTube
Mon Jul 27 21:20:11 PDT 2015 --  Welcome Dr. A.P.J. Abdul Kalam - SSEC - Part 1 https://youtu.be/rdYP70wHmUA  via @YouTube
Mon Jul 27 21:11:36 PDT 2015 --  Dr APJ Abdul Kalam speaking on Vedas at AMA in Ahmedabad https://youtu.be/-P-fwc6LMIs  via @YouTube
Mon Jul 27 21:03:38 PDT 2015 --  https://youtu.be/vCSwFdk3mYU  via @YouTube
Sun Jul 26 05:31:29 PDT 2015 --  Namma Veetu Mahalakshmi - December 21, 2013 https://youtu.be/R3asMJfRdB8  via @YouTube
