Fri Aug 21 12:06:06 PDT 2015 --  El huracán Danny sube más rápido de categoría q un jugador de Destiny!!! @ElGiga947 @HamboPR
Wed Aug 19 21:25:16 PDT 2015 --  https://vine.co/v/eDmEtmhuWig 
Sun Aug 16 07:42:26 PDT 2015 --  Disney anuncia el mundo de Star Wars en sus parque temáticos de Florida y California - http://end.pr/1MrR2Eh  pic.twitter.com/XT2pnHjkhp
Sun Aug 16 08:38:24 PDT 2015 --  Caen los niveles de Carraízo y La Plata | Pronostican lluvia para algunas zonas de la Isla - http://end.pr/1MrXXgJ  pic.twitter.com/6ZRXYkuobH
Thu Aug 13 02:16:55 PDT 2015 --  Asi empesamos..! Buen Dia pic.twitter.com/UgNyJnlTuD
Thu Mar 06 20:48:33 PST 2014 --  I've harvested 200 of food! http://gigam.es/etw_Tribez  #android, #androidgames, #gameinsight
Thu Mar 06 20:48:32 PST 2014 --  I've collected 5,769 gold coins! http://gigam.es/mtw_Tribez  #android, #androidgames, #gameinsight
Thu Mar 06 19:41:53 PST 2014 --  I've collected 4,135 gold coins! http://gigam.es/mtw_Tribez  #android, #androidgames, #gameinsight
Thu Mar 06 19:41:25 PST 2014 --  I've harvested 100 of food! http://gigam.es/etw_Tribez  #android, #androidgames, #gameinsight
Thu Mar 06 19:41:24 PST 2014 --  I've collected 186 gold coins! http://gigam.es/mtw_Tribez  #android, #androidgames, #gameinsight
Thu Mar 06 09:59:05 PST 2014 --  I've harvested 367 of food! http://gigam.es/etw_Tribez  #android, #androidgames, #gameinsight
Thu Mar 06 09:58:50 PST 2014 --  I've collected 4,240 gold coins! http://gigam.es/mtw_Tribez  #android, #androidgames, #gameinsight
Thu Mar 06 09:58:23 PST 2014 --  I've harvested 150 of food! http://gigam.es/etw_Tribez  #android, #androidgames, #gameinsight
Thu Mar 06 09:58:23 PST 2014 --  I've collected 1,260 gold coins! http://gigam.es/mtw_Tribez  #android, #androidgames, #gameinsight
Wed Mar 05 18:18:11 PST 2014 --  I've harvested 130 of food! http://gigam.es/etw_Tribez  #android, #androidgames, #gameinsight
Wed Mar 05 18:17:53 PST 2014 --  I've harvested 30 of food! http://gigam.es/etw_Tribez  #android, #androidgames, #gameinsight
Wed Mar 05 18:17:43 PST 2014 --  I have completed the quest 'Interrogate three ...' in the #Android game The Tribez. http://gigam.es/qtw_Tribez  #androidgames, #gameinsight
Wed Mar 05 18:17:04 PST 2014 --  I've collected 2,115 gold coins! http://gigam.es/mtw_Tribez  #android, #androidgames, #gameinsight
Wed Mar 05 18:16:57 PST 2014 --  I've collected 605 gold coins! http://gigam.es/mtw_Tribez  #android, #androidgames, #gameinsight
Wed Mar 05 18:16:54 PST 2014 --  I have completed the quest 'Build a Cozy House.' in the #Android game The Tribez. http://gigam.es/qtw_Tribez  #androidgames, #gameinsight
Wed Mar 05 18:16:42 PST 2014 --  I have Cozy House on my island! Now my island is even more awesome! http://gigam.es/htw_Tribez  #android, #androidgames, #gameinsight
Wed Mar 05 15:59:39 PST 2014 --  I've harvested 160 of food! http://gigam.es/etw_Tribez  #android, #androidgames, #gameinsight
Wed Mar 05 15:59:38 PST 2014 --  I've collected 2,083 gold coins! http://gigam.es/mtw_Tribez  #android, #androidgames, #gameinsight
Wed Mar 05 15:02:27 PST 2014 --  I've harvested 475 of food! http://gigam.es/etw_Tribez  #android, #androidgames, #gameinsight
Wed Mar 05 15:01:51 PST 2014 --  I have completed the quest 'Find 3 Dino`s Eggs...' in the #Android game The Tribez. http://gigam.es/qtw_Tribez  #androidgames, #gameinsight
Wed Mar 05 15:01:48 PST 2014 --  I've harvested 218 of food! http://gigam.es/etw_Tribez  #android, #androidgames, #gameinsight
Wed Mar 05 15:01:48 PST 2014 --  I've collected 2,918 gold coins! http://gigam.es/mtw_Tribez  #android, #androidgames, #gameinsight
Wed Mar 05 13:00:37 PST 2014 --  I have completed the quest 'Wood into lumber.' in the #Android game The Tribez. http://gigam.es/qtw_Tribez  #androidgames, #gameinsight
Wed Mar 05 12:57:14 PST 2014 --  I've collected 4,677 gold coins! http://gigam.es/mtw_Tribez  #android, #androidgames, #gameinsight
Wed Mar 05 12:56:50 PST 2014 --  I have completed the quest 'Capture 5 starfish...' in the #Android game The Tribez. http://gigam.es/qtw_Tribez  #androidgames, #gameinsight
Wed Mar 05 12:56:25 PST 2014 --  I've harvested 520 of food! http://gigam.es/etw_Tribez  #android, #androidgames, #gameinsight
Wed Mar 05 12:55:44 PST 2014 --  I've harvested 140 of food! http://gigam.es/etw_Tribez  #android, #androidgames, #gameinsight
Wed Mar 05 12:55:33 PST 2014 --  I have completed the quest 'Hold the Festival.' in the #Android game The Tribez. http://gigam.es/qtw_Tribez  #androidgames, #gameinsight
Wed Mar 05 12:55:31 PST 2014 --  I've harvested 17 of food! http://gigam.es/etw_Tribez  #android, #androidgames, #gameinsight
Wed Mar 05 12:55:29 PST 2014 --  I've collected 424 gold coins! http://gigam.es/mtw_Tribez  #android, #androidgames, #gameinsight
Wed Mar 05 12:55:18 PST 2014 --  I have Lumber Mill on my island! Now my island is even more awesome! http://gigam.es/htw_Tribez  #android, #androidgames, #gameinsight
Tue Mar 04 15:23:43 PST 2014 --  I've collected 177 gold coins! http://gigam.es/mtw_Tribez  #android, #androidgames, #gameinsight
Tue Mar 04 15:22:24 PST 2014 --  I've harvested 20 of food! http://gigam.es/etw_Tribez  #android, #androidgames, #gameinsight
Tue Mar 04 15:21:39 PST 2014 --  I've collected 55 gold coins! http://gigam.es/mtw_Tribez  #android, #androidgames, #gameinsight
Tue Mar 04 15:18:39 PST 2014 --  I've harvested 560 of food! http://gigam.es/etw_Tribez  #android, #androidgames, #gameinsight
Tue Mar 04 15:18:20 PST 2014 --  I've collected 3,116 gold coins! http://gigam.es/mtw_Tribez  #android, #androidgames, #gameinsight
Tue Mar 04 15:16:54 PST 2014 --  I've harvested 210 of food! http://gigam.es/etw_Tribez  #android, #androidgames, #gameinsight
Tue Mar 04 15:16:35 PST 2014 --  I've collected 930 gold coins! http://gigam.es/mtw_Tribez  #android, #androidgames, #gameinsight
